DictionaryTrie
1021000	200819
1031000	202802
1041000	204715
1051000	206615
1061000	208370
1071000	210152
1081000	212016
1091000	213688
1101000	215381
1111000	217074
1121000	218730
1131000	220409
1141000	222061
1151000	223779
1161000	225386
1171000	227031
1181000	228716
1191000	230342
1201000	231948
1211000	233547
1221000	236178
1231000	237795
1241000	239319
1251000	240859
1261000	242443
1271000	244051
1281000	245571
1291000	247152
1301000	248675
1311000	250222
1321000	252062
1331000	253938
1341000	255932
1351000	257916
1361000	259862
1371000	262772
1381000	264777
1391000	266667
1401000	269566
1411000	271254
1421000	272953
1431000	274624
1441000	276393
1451000	278198
1461000	279977
1471000	281832
1481000	283611
1491000	285437

DictionaryBST
1000	291563
11000	300046
21000	308474
31000	331273
41000	339942
51000	349274
61000	357875
71000	366875
81000	376193
91000	385509
101000	395037
111000	405199
121000	414814
131000	423502
141000	433497
151000	443336
161000	452981
171000	462753
181000	471910
191000	481719
201000	491620
211000	500962
221000	510533
231000	520302
241000	530128
251000	540063
261000	553124
271000	563079
281000	572973
291000	582657
301000	593081
311000	602494
321000	613226
331000	623868
341000	634641
351000	644456
361000	654993
371000	664684
381000	675759
391000	686571
401000	697450
411000	707563
421000	718136
431000	728214
441000	739104
451000	749906
461000	760250
471000	771228
481000	782105
491000	793255
501000	803704
511000	815829
521000	826849
531000	837729
541000	848921
551000	862833
561000	873636
571000	884434
581000	894158
591000	904582
601000	914450
611000	924639
621000	935514
631000	946323
641000	957286
651000	967368
661000	978148
671000	988712
681000	998623
691000	1010477
701000	1020254
711000	1030285
721000	1040658
731000	1050782
741000	1060447
751000	1070158
761000	1080366
771000	1089968
781000	1100642
791000	1111199
801000	1121652
811000	1132460
821000	1142789
831000	1152788
841000	1162773
851000	1173459
861000	1183448
871000	1193095
881000	1203482
891000	1214230
901000	1224920
911000	1237238
921000	1247329
931000	1257902
941000	1268021
951000	1278122
961000	1288211
971000	1298276
981000	1308921
991000	1319136
1001000	1328672
1011000	1338704
1021000	1348836
1031000	1358738
1041000	1368231
1051000	1380594
1061000	1391211
1071000	1402507
1081000	1414126
1091000	1425226
1101000	1436239
1111000	1446845
1121000	1457141
1131000	1467562
1141000	1478094
1151000	1488582
1161000	1499746
1171000	1510527
1181000	1521157
1191000	1532528
1201000	1543136
1211000	1553675
1221000	1563787
1231000	1575176
1241000	1585711
1251000	1595789
1261000	1606308
1271000	1616701
1281000	1627226
1291000	1637836
1301000	1647880
1311000	1658294
1321000	1668391
1331000	1678936
1341000	1689418
1351000	1700664
1361000	1711285
1371000	1721660
1381000	1731521
1391000	1743015
1401000	1752966
1411000	1762297
1421000	1772111
1431000	1781842
1441000	1792587
1451000	1803033
1461000	1813290
1471000	1823884
1481000	1834177
1491000	1844919

Finished Running Times
